gender_x,name,title,year,role,nconst,birthYear,deathYear,primaryProfession,roleAge,posthumous
M,James Mason,The Water Babies (film),1978,star,nm0000051,1909,1984,"actor,producer,writer",69,False
M,James Mason,Madame Bovary (1949 film),1949,star,nm0000051,1909,1984,"actor,producer,writer",40,False
M,James Mason,The Story of Three Loves,1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,The Man in Grey,1943,star,nm0000051,1909,1984,"actor,producer,writer",34,False
M,James Mason,The Mackintosh Man,1973,star,nm0000051,1909,1984,"actor,producer,writer",64,False
M,James Mason,The Prisoner of Zenda (1952 film),1952,star,nm0000051,1909,1984,"actor,producer,writer",43,False
M,James Mason,Face to Face (1952 film),1952,star,nm0000051,1909,1984,"actor,producer,writer",43,False
M,James Mason,A Place of One's Own,1945,star,nm0000051,1909,1984,"actor,producer,writer",36,False
M,James Mason,The Bells Go Down,1943,star,nm0000051,1909,1984,"actor,producer,writer",34,False
M,James Mason,Genghis Khan (1965 film),1965,star,nm0000051,1909,1984,"actor,producer,writer",56,False
M,James Mason,The Sea Gull,1968,star,nm0000051,1909,1984,"actor,producer,writer",59,False
M,James Mason,"Forever, Darling",1956,star,nm0000051,1909,1984,"actor,producer,writer",47,False
M,James Mason,Bigger Than Life,1956,star,nm0000051,1909,1984,"actor,producer,writer",47,False
M,James Mason,The Marseille Contract,1974,star,nm0000051,1909,1984,"actor,producer,writer",65,False
M,James Mason,Prince Valiant (1954 film),1954,star,nm0000051,1909,1984,"actor,producer,writer",45,False
M,James Mason,The Flower in His Mouth,1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,Thunder Rock (film),1942,star,nm0000051,1909,1984,"actor,producer,writer",33,False
M,James Mason,The Uninhibited,1965,star,nm0000051,1909,1984,"actor,producer,writer",56,False
M,James Mason,A Touch of Larceny,1959,star,nm0000051,1909,1984,"actor,producer,writer",50,False
M,James Mason,The Passage (1979 film),1979,star,nm0000051,1909,1984,"actor,producer,writer",70,False
M,James Mason,A Dangerous Summer,1982,star,nm0000051,1909,1984,"actor,producer,writer",73,False
M,James Mason,The Return of the Scarlet Pimpernel,1937,star,nm0000051,1909,1984,"actor,producer,writer",28,False
M,James Mason,The Man Between,1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,Botany Bay (film),1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,Inside Out (1975 film),1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,Torpedo Bay,1963,star,nm0000051,1909,1984,"actor,producer,writer",54,False
M,James Mason,Candlelight in Algeria,1944,star,nm0000051,1909,1984,"actor,producer,writer",35,False
M,James Mason,Escape from Zahrain,1962,star,nm0000051,1909,1984,"actor,producer,writer",53,False
M,James Mason,Hotel Reserve,1944,star,nm0000051,1909,1984,"actor,producer,writer",35,False
M,James Mason,Secret Mission,1942,star,nm0000051,1909,1984,"actor,producer,writer",33,False
M,James Mason,The Upturned Glass,1947,star,nm0000051,1909,1984,"actor,producer,writer",38,False
M,James Mason,Prison Breaker,1936,star,nm0000051,1909,1984,"actor,producer,writer",27,False
M,James Mason,Secret of Stamboul,1936,star,nm0000051,1909,1984,"actor,producer,writer",27,False
M,James Mason,I Met a Murderer,1939,star,nm0000051,1909,1984,"actor,producer,writer",30,False
M,James Mason,"East Side, West Side (1949 film)",1949,star,nm0000051,1909,1984,"actor,producer,writer",40,False
M,James Mason,Troubled Waters (1936 film),1936,star,nm0000051,1909,1984,"actor,producer,writer",27,False
M,James Mason,They Met in the Dark,1943,star,nm0000051,1909,1984,"actor,producer,writer",34,False
M,James Mason,Twice Branded,1936,star,nm0000051,1909,1984,"actor,producer,writer",27,False
M,James Mason,The Night Has Eyes,1942,star,nm0000051,1909,1984,"actor,producer,writer",33,False
M,James Mason,Catch as Catch Can (1937 film),1937,star,nm0000051,1909,1984,"actor,producer,writer",28,False
M,James Mason,Cry Terror!,1958,star,nm0000051,1909,1984,"actor,producer,writer",49,False
M,James Mason,They Were Sisters,1945,star,nm0000051,1909,1984,"actor,producer,writer",36,False
M,James Mason,Stranger in the House (1967 film),1967,star,nm0000051,1909,1984,"actor,producer,writer",58,False
M,James Mason,Alibi (1942 film),1942,star,nm0000051,1909,1984,"actor,producer,writer",33,False
M,James Mason,This Man Is Dangerous,1941,star,nm0000051,1909,1984,"actor,producer,writer",32,False
M,James Mason,Kidnap Syndicate,1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,Paura in città,1976,star,nm0000051,1909,1984,"actor,producer,writer",67,False
M,James Mason,Blind Man's Bluff (1936 film),1936,star,nm0000051,1909,1984,"actor,producer,writer",27,False
M,James Mason,Hero's Island,1962,star,nm0000051,1909,1984,"actor,producer,writer",53,False
M,James Mason,Lady Possessed,1952,star,nm0000051,1909,1984,"actor,producer,writer",43,False
M,James Mason,Late Extra,1935,star,nm0000051,1909,1984,"actor,producer,writer",26,False
M,James Mason,The Marriage-Go-Round (film),1961,star,nm0000051,1909,1984,"actor,producer,writer",52,False
M,James Mason,Heaven Can Wait (1978 film),1978,star,nm0000051,1909,1984,"actor,producer,writer",69,False
M,James Mason,The Pumpkin Eater,1964,star,nm0000051,1909,1984,"actor,producer,writer",55,False
M,James Mason,Georgy Girl,1966,star,nm0000051,1909,1984,"actor,producer,writer",57,False
M,James Mason,The Fall of the Roman Empire (film),1964,star,nm0000051,1909,1984,"actor,producer,writer",55,False
M,James Mason,Murder by Decree,1979,star,nm0000051,1909,1984,"actor,producer,writer",70,False
M,James Mason,Cross of Iron,1977,star,nm0000051,1909,1984,"actor,producer,writer",68,False
M,James Mason,Journey to the Center of the Earth (1959 film),1959,star,nm0000051,1909,1984,"actor,producer,writer",50,False
M,James Mason,Odd Man Out,1947,star,nm0000051,1909,1984,"actor,producer,writer",38,False
M,James Mason,The Blue Max,1966,star,nm0000051,1909,1984,"actor,producer,writer",57,False
M,James Mason,Voyage of the Damned,1976,star,nm0000051,1909,1984,"actor,producer,writer",67,False
M,James Mason,Island in the Sun (film),1957,star,nm0000051,1909,1984,"actor,producer,writer",48,False
M,James Mason,Mandingo (film),1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,Lolita (1962 film),1962,star,nm0000051,1909,1984,"actor,producer,writer",53,False
M,James Mason,5 Fingers,1952,star,nm0000051,1909,1984,"actor,producer,writer",43,False
M,James Mason,Age of Consent (film),1969,star,nm0000051,1909,1984,"actor,producer,writer",60,False
M,James Mason,The Decks Ran Red,1958,star,nm0000051,1909,1984,"actor,producer,writer",49,False
M,James Mason,Yellowbeard,1983,star,nm0000051,1909,1984,"actor,producer,writer",74,False
M,James Mason,The Trials of Oscar Wilde,1960,star,nm0000051,1909,1984,"actor,producer,writer",51,False
M,James Mason,Julius Caesar (1953 film),1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,The Reckless Moment,1949,star,nm0000051,1909,1984,"actor,producer,writer",40,False
M,James Mason,North Sea Hijack,1980,star,nm0000051,1909,1984,"actor,producer,writer",71,False
M,James Mason,The Desert Fox: The Story of Rommel,1951,star,nm0000051,1909,1984,"actor,producer,writer",42,False
M,James Mason,The Deadly Affair,1967,star,nm0000051,1909,1984,"actor,producer,writer",58,False
M,James Mason,A Star Is Born (1954 film),1954,star,nm0000051,1909,1984,"actor,producer,writer",45,False
M,James Mason,The Seventh Veil,1945,star,nm0000051,1909,1984,"actor,producer,writer",36,False
M,James Mason,One Way Street,1950,star,nm0000051,1909,1984,"actor,producer,writer",41,False
M,James Mason,The Last of Sheila,1973,star,nm0000051,1909,1984,"actor,producer,writer",64,False
M,James Mason,Lord Jim (1965 film),1965,star,nm0000051,1909,1984,"actor,producer,writer",56,False
M,James Mason,Cold Sweat (1970 film),1970,star,nm0000051,1909,1984,"actor,producer,writer",61,False
M,James Mason,Evil Under the Sun (1982 film),1982,star,nm0000051,1909,1984,"actor,producer,writer",73,False
M,James Mason,Autobiography of a Princess,1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,11 Harrowhouse,1974,star,nm0000051,1909,1984,"actor,producer,writer",65,False
M,James Mason,"20,000 Leagues Under the Sea (1954 film)",1954,star,nm0000051,1909,1984,"actor,producer,writer",45,False
M,James Mason,Spring and Port Wine,1970,star,nm0000051,1909,1984,"actor,producer,writer",61,False
M,James Mason,Tiara Tahiti,1962,star,nm0000051,1909,1984,"actor,producer,writer",53,False
M,James Mason,Caught (1949 film),1949,star,nm0000051,1909,1984,"actor,producer,writer",40,False
M,James Mason,The Desert Rats (film),1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,Mayerling (1968 film),1968,star,nm0000051,1909,1984,"actor,producer,writer",59,False
M,James Mason,The Water Babies (film),1978,star,nm0000051,1909,1984,"actor,producer,writer",69,False
M,James Mason,Madame Bovary (1949 film),1949,star,nm0000051,1909,1984,"actor,producer,writer",40,False
M,James Mason,The Story of Three Loves,1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,The Man in Grey,1943,star,nm0000051,1909,1984,"actor,producer,writer",34,False
M,James Mason,The Mackintosh Man,1973,star,nm0000051,1909,1984,"actor,producer,writer",64,False
M,James Mason,The Prisoner of Zenda (1952 film),1952,star,nm0000051,1909,1984,"actor,producer,writer",43,False
M,James Mason,Face to Face (1952 film),1952,star,nm0000051,1909,1984,"actor,producer,writer",43,False
M,James Mason,A Place of One's Own,1945,star,nm0000051,1909,1984,"actor,producer,writer",36,False
M,James Mason,The Bells Go Down,1943,star,nm0000051,1909,1984,"actor,producer,writer",34,False
M,James Mason,Genghis Khan (1965 film),1965,star,nm0000051,1909,1984,"actor,producer,writer",56,False
M,James Mason,The Sea Gull,1968,star,nm0000051,1909,1984,"actor,producer,writer",59,False
M,James Mason,"Forever, Darling",1956,star,nm0000051,1909,1984,"actor,producer,writer",47,False
M,James Mason,Bigger Than Life,1956,star,nm0000051,1909,1984,"actor,producer,writer",47,False
M,James Mason,The Marseille Contract,1974,star,nm0000051,1909,1984,"actor,producer,writer",65,False
M,James Mason,Prince Valiant (1954 film),1954,star,nm0000051,1909,1984,"actor,producer,writer",45,False
M,James Mason,The Flower in His Mouth,1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,Thunder Rock (film),1942,star,nm0000051,1909,1984,"actor,producer,writer",33,False
M,James Mason,The Uninhibited,1965,star,nm0000051,1909,1984,"actor,producer,writer",56,False
M,James Mason,A Touch of Larceny,1959,star,nm0000051,1909,1984,"actor,producer,writer",50,False
M,James Mason,The Passage (1979 film),1979,star,nm0000051,1909,1984,"actor,producer,writer",70,False
M,James Mason,A Dangerous Summer,1982,star,nm0000051,1909,1984,"actor,producer,writer",73,False
M,James Mason,The Return of the Scarlet Pimpernel,1937,star,nm0000051,1909,1984,"actor,producer,writer",28,False
M,James Mason,The Man Between,1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,Botany Bay (film),1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,Inside Out (1975 film),1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,Torpedo Bay,1963,star,nm0000051,1909,1984,"actor,producer,writer",54,False
M,James Mason,Candlelight in Algeria,1944,star,nm0000051,1909,1984,"actor,producer,writer",35,False
M,James Mason,Escape from Zahrain,1962,star,nm0000051,1909,1984,"actor,producer,writer",53,False
M,James Mason,Hotel Reserve,1944,star,nm0000051,1909,1984,"actor,producer,writer",35,False
M,James Mason,Secret Mission,1942,star,nm0000051,1909,1984,"actor,producer,writer",33,False
M,James Mason,The Upturned Glass,1947,star,nm0000051,1909,1984,"actor,producer,writer",38,False
M,James Mason,Prison Breaker,1936,star,nm0000051,1909,1984,"actor,producer,writer",27,False
M,James Mason,Secret of Stamboul,1936,star,nm0000051,1909,1984,"actor,producer,writer",27,False
M,James Mason,I Met a Murderer,1939,star,nm0000051,1909,1984,"actor,producer,writer",30,False
M,James Mason,"East Side, West Side (1949 film)",1949,star,nm0000051,1909,1984,"actor,producer,writer",40,False
M,James Mason,Troubled Waters (1936 film),1936,star,nm0000051,1909,1984,"actor,producer,writer",27,False
M,James Mason,They Met in the Dark,1943,star,nm0000051,1909,1984,"actor,producer,writer",34,False
M,James Mason,Twice Branded,1936,star,nm0000051,1909,1984,"actor,producer,writer",27,False
M,James Mason,The Night Has Eyes,1942,star,nm0000051,1909,1984,"actor,producer,writer",33,False
M,James Mason,Catch as Catch Can (1937 film),1937,star,nm0000051,1909,1984,"actor,producer,writer",28,False
M,James Mason,Cry Terror!,1958,star,nm0000051,1909,1984,"actor,producer,writer",49,False
M,James Mason,They Were Sisters,1945,star,nm0000051,1909,1984,"actor,producer,writer",36,False
M,James Mason,Stranger in the House (1967 film),1967,star,nm0000051,1909,1984,"actor,producer,writer",58,False
M,James Mason,Alibi (1942 film),1942,star,nm0000051,1909,1984,"actor,producer,writer",33,False
M,James Mason,This Man Is Dangerous,1941,star,nm0000051,1909,1984,"actor,producer,writer",32,False
M,James Mason,Kidnap Syndicate,1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,Paura in città,1976,star,nm0000051,1909,1984,"actor,producer,writer",67,False
M,James Mason,Blind Man's Bluff (1936 film),1936,star,nm0000051,1909,1984,"actor,producer,writer",27,False
M,James Mason,Hero's Island,1962,star,nm0000051,1909,1984,"actor,producer,writer",53,False
M,James Mason,Lady Possessed,1952,star,nm0000051,1909,1984,"actor,producer,writer",43,False
M,James Mason,Late Extra,1935,star,nm0000051,1909,1984,"actor,producer,writer",26,False
M,James Mason,The Marriage-Go-Round (film),1961,star,nm0000051,1909,1984,"actor,producer,writer",52,False
M,James Mason,Heaven Can Wait (1978 film),1978,star,nm0000051,1909,1984,"actor,producer,writer",69,False
M,James Mason,The Pumpkin Eater,1964,star,nm0000051,1909,1984,"actor,producer,writer",55,False
M,James Mason,Georgy Girl,1966,star,nm0000051,1909,1984,"actor,producer,writer",57,False
M,James Mason,The Fall of the Roman Empire (film),1964,star,nm0000051,1909,1984,"actor,producer,writer",55,False
M,James Mason,Murder by Decree,1979,star,nm0000051,1909,1984,"actor,producer,writer",70,False
M,James Mason,Cross of Iron,1977,star,nm0000051,1909,1984,"actor,producer,writer",68,False
M,James Mason,Journey to the Center of the Earth (1959 film),1959,star,nm0000051,1909,1984,"actor,producer,writer",50,False
M,James Mason,Odd Man Out,1947,star,nm0000051,1909,1984,"actor,producer,writer",38,False
M,James Mason,The Blue Max,1966,star,nm0000051,1909,1984,"actor,producer,writer",57,False
M,James Mason,Voyage of the Damned,1976,star,nm0000051,1909,1984,"actor,producer,writer",67,False
M,James Mason,Island in the Sun (film),1957,star,nm0000051,1909,1984,"actor,producer,writer",48,False
M,James Mason,Mandingo (film),1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,Lolita (1962 film),1962,star,nm0000051,1909,1984,"actor,producer,writer",53,False
M,James Mason,5 Fingers,1952,star,nm0000051,1909,1984,"actor,producer,writer",43,False
M,James Mason,Age of Consent (film),1969,star,nm0000051,1909,1984,"actor,producer,writer",60,False
M,James Mason,The Decks Ran Red,1958,star,nm0000051,1909,1984,"actor,producer,writer",49,False
M,James Mason,Yellowbeard,1983,star,nm0000051,1909,1984,"actor,producer,writer",74,False
M,James Mason,The Trials of Oscar Wilde,1960,star,nm0000051,1909,1984,"actor,producer,writer",51,False
M,James Mason,Julius Caesar (1953 film),1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,The Reckless Moment,1949,star,nm0000051,1909,1984,"actor,producer,writer",40,False
M,James Mason,North Sea Hijack,1980,star,nm0000051,1909,1984,"actor,producer,writer",71,False
M,James Mason,The Desert Fox: The Story of Rommel,1951,star,nm0000051,1909,1984,"actor,producer,writer",42,False
M,James Mason,The Deadly Affair,1967,star,nm0000051,1909,1984,"actor,producer,writer",58,False
M,James Mason,A Star Is Born (1954 film),1954,star,nm0000051,1909,1984,"actor,producer,writer",45,False
M,James Mason,The Seventh Veil,1945,star,nm0000051,1909,1984,"actor,producer,writer",36,False
M,James Mason,One Way Street,1950,star,nm0000051,1909,1984,"actor,producer,writer",41,False
M,James Mason,The Last of Sheila,1973,star,nm0000051,1909,1984,"actor,producer,writer",64,False
M,James Mason,Lord Jim (1965 film),1965,star,nm0000051,1909,1984,"actor,producer,writer",56,False
M,James Mason,Cold Sweat (1970 film),1970,star,nm0000051,1909,1984,"actor,producer,writer",61,False
M,James Mason,Evil Under the Sun (1982 film),1982,star,nm0000051,1909,1984,"actor,producer,writer",73,False
M,James Mason,Autobiography of a Princess,1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,11 Harrowhouse,1974,star,nm0000051,1909,1984,"actor,producer,writer",65,False
M,James Mason,"20,000 Leagues Under the Sea (1954 film)",1954,star,nm0000051,1909,1984,"actor,producer,writer",45,False
M,James Mason,Spring and Port Wine,1970,star,nm0000051,1909,1984,"actor,producer,writer",61,False
M,James Mason,Tiara Tahiti,1962,star,nm0000051,1909,1984,"actor,producer,writer",53,False
M,James Mason,Caught (1949 film),1949,star,nm0000051,1909,1984,"actor,producer,writer",40,False
M,James Mason,The Desert Rats (film),1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,Mayerling (1968 film),1968,star,nm0000051,1909,1984,"actor,producer,writer",59,False
M,James Mason,The Water Babies (film),1978,star,nm0000051,1909,1984,"actor,producer,writer",69,False
M,James Mason,Madame Bovary (1949 film),1949,star,nm0000051,1909,1984,"actor,producer,writer",40,False
M,James Mason,The Story of Three Loves,1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,The Man in Grey,1943,star,nm0000051,1909,1984,"actor,producer,writer",34,False
M,James Mason,The Mackintosh Man,1973,star,nm0000051,1909,1984,"actor,producer,writer",64,False
M,James Mason,The Prisoner of Zenda (1952 film),1952,star,nm0000051,1909,1984,"actor,producer,writer",43,False
M,James Mason,Face to Face (1952 film),1952,star,nm0000051,1909,1984,"actor,producer,writer",43,False
M,James Mason,A Place of One's Own,1945,star,nm0000051,1909,1984,"actor,producer,writer",36,False
M,James Mason,The Bells Go Down,1943,star,nm0000051,1909,1984,"actor,producer,writer",34,False
M,James Mason,Genghis Khan (1965 film),1965,star,nm0000051,1909,1984,"actor,producer,writer",56,False
M,James Mason,The Sea Gull,1968,star,nm0000051,1909,1984,"actor,producer,writer",59,False
M,James Mason,"Forever, Darling",1956,star,nm0000051,1909,1984,"actor,producer,writer",47,False
M,James Mason,Bigger Than Life,1956,star,nm0000051,1909,1984,"actor,producer,writer",47,False
M,James Mason,The Marseille Contract,1974,star,nm0000051,1909,1984,"actor,producer,writer",65,False
M,James Mason,Prince Valiant (1954 film),1954,star,nm0000051,1909,1984,"actor,producer,writer",45,False
M,James Mason,The Flower in His Mouth,1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,Thunder Rock (film),1942,star,nm0000051,1909,1984,"actor,producer,writer",33,False
M,James Mason,The Uninhibited,1965,star,nm0000051,1909,1984,"actor,producer,writer",56,False
M,James Mason,A Touch of Larceny,1959,star,nm0000051,1909,1984,"actor,producer,writer",50,False
M,James Mason,The Passage (1979 film),1979,star,nm0000051,1909,1984,"actor,producer,writer",70,False
M,James Mason,A Dangerous Summer,1982,star,nm0000051,1909,1984,"actor,producer,writer",73,False
M,James Mason,The Return of the Scarlet Pimpernel,1937,star,nm0000051,1909,1984,"actor,producer,writer",28,False
M,James Mason,The Man Between,1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,Botany Bay (film),1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,Inside Out (1975 film),1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,Torpedo Bay,1963,star,nm0000051,1909,1984,"actor,producer,writer",54,False
M,James Mason,Candlelight in Algeria,1944,star,nm0000051,1909,1984,"actor,producer,writer",35,False
M,James Mason,Escape from Zahrain,1962,star,nm0000051,1909,1984,"actor,producer,writer",53,False
M,James Mason,Hotel Reserve,1944,star,nm0000051,1909,1984,"actor,producer,writer",35,False
M,James Mason,Secret Mission,1942,star,nm0000051,1909,1984,"actor,producer,writer",33,False
M,James Mason,The Upturned Glass,1947,star,nm0000051,1909,1984,"actor,producer,writer",38,False
M,James Mason,Prison Breaker,1936,star,nm0000051,1909,1984,"actor,producer,writer",27,False
M,James Mason,Secret of Stamboul,1936,star,nm0000051,1909,1984,"actor,producer,writer",27,False
M,James Mason,I Met a Murderer,1939,star,nm0000051,1909,1984,"actor,producer,writer",30,False
M,James Mason,"East Side, West Side (1949 film)",1949,star,nm0000051,1909,1984,"actor,producer,writer",40,False
M,James Mason,Troubled Waters (1936 film),1936,star,nm0000051,1909,1984,"actor,producer,writer",27,False
M,James Mason,They Met in the Dark,1943,star,nm0000051,1909,1984,"actor,producer,writer",34,False
M,James Mason,Twice Branded,1936,star,nm0000051,1909,1984,"actor,producer,writer",27,False
M,James Mason,The Night Has Eyes,1942,star,nm0000051,1909,1984,"actor,producer,writer",33,False
M,James Mason,Catch as Catch Can (1937 film),1937,star,nm0000051,1909,1984,"actor,producer,writer",28,False
M,James Mason,Cry Terror!,1958,star,nm0000051,1909,1984,"actor,producer,writer",49,False
M,James Mason,They Were Sisters,1945,star,nm0000051,1909,1984,"actor,producer,writer",36,False
M,James Mason,Stranger in the House (1967 film),1967,star,nm0000051,1909,1984,"actor,producer,writer",58,False
M,James Mason,Alibi (1942 film),1942,star,nm0000051,1909,1984,"actor,producer,writer",33,False
M,James Mason,This Man Is Dangerous,1941,star,nm0000051,1909,1984,"actor,producer,writer",32,False
M,James Mason,Kidnap Syndicate,1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,Paura in città,1976,star,nm0000051,1909,1984,"actor,producer,writer",67,False
M,James Mason,Blind Man's Bluff (1936 film),1936,star,nm0000051,1909,1984,"actor,producer,writer",27,False
M,James Mason,Hero's Island,1962,star,nm0000051,1909,1984,"actor,producer,writer",53,False
M,James Mason,Lady Possessed,1952,star,nm0000051,1909,1984,"actor,producer,writer",43,False
M,James Mason,Late Extra,1935,star,nm0000051,1909,1984,"actor,producer,writer",26,False
M,James Mason,The Marriage-Go-Round (film),1961,star,nm0000051,1909,1984,"actor,producer,writer",52,False
M,James Mason,Heaven Can Wait (1978 film),1978,star,nm0000051,1909,1984,"actor,producer,writer",69,False
M,James Mason,The Pumpkin Eater,1964,star,nm0000051,1909,1984,"actor,producer,writer",55,False
M,James Mason,Georgy Girl,1966,star,nm0000051,1909,1984,"actor,producer,writer",57,False
M,James Mason,The Fall of the Roman Empire (film),1964,star,nm0000051,1909,1984,"actor,producer,writer",55,False
M,James Mason,Murder by Decree,1979,star,nm0000051,1909,1984,"actor,producer,writer",70,False
M,James Mason,Cross of Iron,1977,star,nm0000051,1909,1984,"actor,producer,writer",68,False
M,James Mason,Journey to the Center of the Earth (1959 film),1959,star,nm0000051,1909,1984,"actor,producer,writer",50,False
M,James Mason,Odd Man Out,1947,star,nm0000051,1909,1984,"actor,producer,writer",38,False
M,James Mason,The Blue Max,1966,star,nm0000051,1909,1984,"actor,producer,writer",57,False
M,James Mason,Voyage of the Damned,1976,star,nm0000051,1909,1984,"actor,producer,writer",67,False
M,James Mason,Island in the Sun (film),1957,star,nm0000051,1909,1984,"actor,producer,writer",48,False
M,James Mason,Mandingo (film),1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,Lolita (1962 film),1962,star,nm0000051,1909,1984,"actor,producer,writer",53,False
M,James Mason,5 Fingers,1952,star,nm0000051,1909,1984,"actor,producer,writer",43,False
M,James Mason,Age of Consent (film),1969,star,nm0000051,1909,1984,"actor,producer,writer",60,False
M,James Mason,The Decks Ran Red,1958,star,nm0000051,1909,1984,"actor,producer,writer",49,False
M,James Mason,Yellowbeard,1983,star,nm0000051,1909,1984,"actor,producer,writer",74,False
M,James Mason,The Trials of Oscar Wilde,1960,star,nm0000051,1909,1984,"actor,producer,writer",51,False
M,James Mason,Julius Caesar (1953 film),1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,The Reckless Moment,1949,star,nm0000051,1909,1984,"actor,producer,writer",40,False
M,James Mason,North Sea Hijack,1980,star,nm0000051,1909,1984,"actor,producer,writer",71,False
M,James Mason,The Desert Fox: The Story of Rommel,1951,star,nm0000051,1909,1984,"actor,producer,writer",42,False
M,James Mason,The Deadly Affair,1967,star,nm0000051,1909,1984,"actor,producer,writer",58,False
M,James Mason,A Star Is Born (1954 film),1954,star,nm0000051,1909,1984,"actor,producer,writer",45,False
M,James Mason,The Seventh Veil,1945,star,nm0000051,1909,1984,"actor,producer,writer",36,False
M,James Mason,One Way Street,1950,star,nm0000051,1909,1984,"actor,producer,writer",41,False
M,James Mason,The Last of Sheila,1973,star,nm0000051,1909,1984,"actor,producer,writer",64,False
M,James Mason,Lord Jim (1965 film),1965,star,nm0000051,1909,1984,"actor,producer,writer",56,False
M,James Mason,Cold Sweat (1970 film),1970,star,nm0000051,1909,1984,"actor,producer,writer",61,False
M,James Mason,Evil Under the Sun (1982 film),1982,star,nm0000051,1909,1984,"actor,producer,writer",73,False
M,James Mason,Autobiography of a Princess,1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,11 Harrowhouse,1974,star,nm0000051,1909,1984,"actor,producer,writer",65,False
M,James Mason,"20,000 Leagues Under the Sea (1954 film)",1954,star,nm0000051,1909,1984,"actor,producer,writer",45,False
M,James Mason,Spring and Port Wine,1970,star,nm0000051,1909,1984,"actor,producer,writer",61,False
M,James Mason,Tiara Tahiti,1962,star,nm0000051,1909,1984,"actor,producer,writer",53,False
M,James Mason,Caught (1949 film),1949,star,nm0000051,1909,1984,"actor,producer,writer",40,False
M,James Mason,The Desert Rats (film),1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,Mayerling (1968 film),1968,star,nm0000051,1909,1984,"actor,producer,writer",59,False
M,James Mason,The Water Babies (film),1978,star,nm0000051,1909,1984,"actor,producer,writer",69,False
M,James Mason,Madame Bovary (1949 film),1949,star,nm0000051,1909,1984,"actor,producer,writer",40,False
M,James Mason,The Story of Three Loves,1953,star,nm0000051,1909,1984,"actor,producer,writer",44,False
M,James Mason,The Man in Grey,1943,star,nm0000051,1909,1984,"actor,producer,writer",34,False
M,James Mason,The Mackintosh Man,1973,star,nm0000051,1909,1984,"actor,producer,writer",64,False
M,James Mason,The Prisoner of Zenda (1952 film),1952,star,nm0000051,1909,1984,"actor,producer,writer",43,False
M,James Mason,Face to Face (1952 film),1952,star,nm0000051,1909,1984,"actor,producer,writer",43,False
M,James Mason,A Place of One's Own,1945,star,nm0000051,1909,1984,"actor,producer,writer",36,False
M,James Mason,The Bells Go Down,1943,star,nm0000051,1909,1984,"actor,producer,writer",34,False
M,James Mason,Genghis Khan (1965 film),1965,star,nm0000051,1909,1984,"actor,producer,writer",56,False
M,James Mason,The Sea Gull,1968,star,nm0000051,1909,1984,"actor,producer,writer",59,False
M,James Mason,"Forever, Darling",1956,star,nm0000051,1909,1984,"actor,producer,writer",47,False
M,James Mason,Bigger Than Life,1956,star,nm0000051,1909,1984,"actor,producer,writer",47,False
M,James Mason,The Marseille Contract,1974,star,nm0000051,1909,1984,"actor,producer,writer",65,False
M,James Mason,Prince Valiant (1954 film),1954,star,nm0000051,1909,1984,"actor,producer,writer",45,False
M,James Mason,The Flower in His Mouth,1975,star,nm0000051,1909,1984,"actor,producer,writer",66,False
M,James Mason,Thunder Rock (film),1942,star,nm0000051,1909,1984,"actor,producer,writer",33,False
M,James Mason,The Uninhibited,1965,star,nm0000051,1909,1984,"actor,producer,writer",56,False
